tube name,"green	",red,
exp-G-A1,98.4,118.9,
exp-G-A2,2617.1,135.2,
exp-G-A3,98.3,103.3,
exp-G-A4,2453.4,158.3,
exp-G-A5,103.1,133.5,
exp-G-B1,344.4,117.6,
exp-G-B2,126,102.3,
exp-G-B3,10271.4,2165.9,
exp-G-B4,103.9,110.2,
exp-G-B5,96.1,94.4,
exp-G-C1,102.3,102.1,
exp-G-C2,109.6,90.6,
exp-G-C3,99.7,101.6,
exp-G-C4,426.3,91.7,
exp-G-C5,124.5,96.2,
exp-G-D1,1139.1,118.5,
exp-G-D2,697.2,100.9,
exp-G-D3,90.2,100.9,
exp-G-D4,6111.5,660.9,
exp-G-D5,4818.1,529.5,
exp-G-E1,105.4,128.4,
exp-G-E2,100.9,117.5,
exp-G-E3,5038.9,174.2,
exp-G-E4,119.7,89,
exp-G-E5,111.2,91.7,
exp-G-F1,93.4,125,
exp-G-F2,2466.5,170.9,
exp-G-F3,90.4,102.6,
exp-G-F4,108.7,90.6,
exp-G-F5,337.1,93.6,
exp-G-G1,7256.2,317.6,
exp-G-G2,705.7,132.6,
exp-G-G3,327.6,97.1,
exp-G-G4,93.7,89.8,
exp-G-G5,96.8,93.6,
exp-G-H1,96.5,97.2,
exp-G-H2,113.1,122.5,
exp-G-H3,279.1,121.5,
exp-G-H4,93.3,91.4,
exp-G-H5,299.3,90.8,
exp-G-A6,284.3,274.8,1.034570597
exp-G-A7,296.3,269,1.101486989
exp-G-A8,272.9,258.1,1.057342115
exp-G-A9,270.5,290,0.932758621
exp-G-A10,15128.8,1177,12.85369584
exp-G-B6,320.9,311,1.031832797
exp-G-B7,1720.6,272,6.325735294
exp-G-B8,2126.7,277.7,7.658264314
exp-G-B9,2429.5,289.9,8.380476026
exp-G-B10,933.8,268,3.484328358
exp-G-C6,658.1,262.1,2.510873712
exp-G-C7,353,351.1,1.005411564
exp-G-C8,7428.7,724.9,10.24789626
exp-G-C9,310.8,298.8,1.040160643
exp-G-C10,2840.9,301.4,9.425680159
exp-G-D6,301.4,265.5,1.135216573
exp-G-D7,3254.1,485.1,6.708101422
exp-G-D8,315.6,264.2,1.194549584
exp-G-D9,289.1,286.9,1.007668177
exp-G-D10,259.5,254.5,1.019646365
exp-G-E6,260.4,253.3,1.028030004
exp-G-E7,351.7,255,1.379215686
exp-G-E8,259.5,252.1,1.029353431
exp-G-E9,1072.4,314,3.415286624
exp-G-E10,4935.2,546.6,9.028905964
exp-G-F6,241.6,257.4,0.938616939
exp-G-F7,230.1,245.9,0.935746238
exp-G-F8,255.1,248.2,1.027800161
exp-G-F9,1079.3,264.4,4.082072617
exp-G-F10,2756.4,284,9.705633803
exp-G-G6,1697.2,260,6.527692308
exp-G-G7,264.4,242.1,1.092110698
exp-G-G8,4616.6,302.6,15.25644415
exp-G-G9,306.5,271.5,1.128913444
exp-G-G10,304.6,245.3,1.241744802
exp-G-H6,3100.4,273.8,11.32359386
exp-G-H7,652.8,299.6,2.178905207
exp-G-H8,261.9,270.1,0.969640874
exp-G-H9,4693.4,316.8,14.81502525
exp-G-H10,3102,309.1,10.03558719
exp-G-Cl2-1,337.2,328.1,1.027735447
exp-G-Cl2-2,328.3,322.2,1.01893234
exp-G-Cl4-1,15867.8,5284.6,3.002649207
exp-G-Cl4-2,15796.2,4980.6,3.171545597
