tube name,"green	",red,
exp-G-A1,284.3,274.8,1.034570597
exp-G-A2,296.3,269,1.101486989
exp-G-A3,272.9,258.1,1.057342115
exp-G-A4,270.5,290,0.932758621
exp-G-A5,15128.8,1177,12.85369584
exp-G-B1,320.9,311,1.031832797
exp-G-B2,1720.6,272,6.325735294
exp-G-B3,2126.7,277.7,7.658264314
exp-G-B4,2429.5,289.9,8.380476026
exp-G-B5,933.8,268,3.484328358
exp-G-C1,658.1,262.1,2.510873712
exp-G-C2,353,351.1,1.005411564
exp-G-C3,7428.7,724.9,10.24789626
exp-G-C4,310.8,298.8,1.040160643
exp-G-C5,2840.9,301.4,9.425680159
exp-G-D1,301.4,265.5,1.135216573
exp-G-D2,3254.1,485.1,6.708101422
exp-G-D3,315.6,264.2,1.194549584
exp-G-D4,289.1,286.9,1.007668177
exp-G-D5,259.5,254.5,1.019646365
exp-G-E1,260.4,253.3,1.028030004
exp-G-E2,351.7,255,1.379215686
exp-G-E3,259.5,252.1,1.029353431
exp-G-E4,1072.4,314,3.415286624
exp-G-E5,4935.2,546.6,9.028905964
exp-G-F1,241.6,257.4,0.938616939
exp-G-F2,230.1,245.9,0.935746238
exp-G-F3,255.1,248.2,1.027800161
exp-G-F4,1079.3,264.4,4.082072617
exp-G-F5,2756.4,284,9.705633803
exp-G-G1,1697.2,260,6.527692308
exp-G-G2,264.4,242.1,1.092110698
exp-G-G3,4616.6,302.6,15.25644415
exp-G-G4,306.5,271.5,1.128913444
exp-G-G5,304.6,245.3,1.241744802
exp-G-H1,3100.4,273.8,11.32359386
exp-G-H2,652.8,299.6,2.178905207
exp-G-H3,261.9,270.1,0.969640874
exp-G-H4,4693.4,316.8,14.81502525
exp-G-H5,3102,309.1,10.03558719
exp-G-Cl2-1,337.2,328.1,1.027735447
exp-G-Cl2-2,328.3,322.2,1.01893234
exp-G-Cl4-1,15867.8,5284.6,3.002649207
exp-G-Cl4-2,15796.2,4980.6,3.171545597
